"stop_id","stop_code","stop_name","stop_lat","stop_lon","zone_id","stop_url","location_type","parent_station","stop_desc","stop_timezone","wheelchair_boarding","level_id","platform_code"
"2220-105_1_S27","","Stop 105 1 S27","20.983316","105.791602","","","0","","","","0","",""
"2220-105_1_S28","","Stop 105 1 S28","20.98645","105.795858","","","0","","","","0","",""
"2220-105_1_S29","","Stop 105 1 S29","20.988767","105.799158","","","0","","","","0","",""
"2220-105_1_S30","","Stop 105 1 S30","20.990467","105.801542","","","0","","","","0","",""
"2220-105_1_S31","","Stop 105 1 S31","20.9936","105.806075","","","0","","","","0","",""
"2220-105_1_S32","","Stop 105 1 S32","20.995817","105.805358","","","0","","","","0","",""
"2220-105_1_S33","","Stop 105 1 S33","21.000533","105.801675","","","0","","","","0","",""
"2220-105_1_S34","","Stop 105 1 S34","21.00315","105.801292","","","0","","","","0","",""
"2220-105_1_S35","","Stop 105 1 S35","21.007667","105.802592","","","0","","","","0","",""
"2220-105_1_S36","","Stop 105 1 S36","21.012848","105.801899","","","0","","","","0","",""
"2220-105_1_S37","","Stop 105 1 S37","21.0148","105.801608","","","0","","","","0","",""
"2220-105_1_S39","","Stop 105 1 S39","21.0234","105.798258","","","0","","","","0","",""
"2220-105_1_S40","","Stop 105 1 S40","21.027316","105.798058","","","0","","","","0","",""
"2220-105_1_S41","","Stop 105 1 S41","21.029783","105.800275","","","0","","","","0","",""
"2220-105_1_S42","","Stop 105 1 S42","21.028966","105.803508","","","0","","","","0","",""
"2220-105_1_S43","","Stop 105 1 S43","21.028233","105.805358","","","0","","","","0","",""
"2220-105_2_S4","","Stop 105 2 S4","21.023616","105.797908","","","0","","","","0","",""
"2220-105_2_S6","","Stop 105 2 S6","21.0152","105.801142","","","0","","","","0","",""
"2220-105_2_S10","","Stop 105 2 S10","21.007517","105.802325","","","0","","","","0","",""
"2220-105_2_S11","","Stop 105 2 S11","21.003183","105.800808","","","0","","","","0","",""
"2220-105_2_S12","","Stop 105 2 S12","21.000417","105.801609","","","0","","","","0","",""
"2220-105_2_S13","","Stop 105 2 S13","20.996617","105.804592","","","0","","","","0","",""
"2220-105_2_S14","","Stop 105 2 S14","20.993834","105.805642","","","0","","","","0","",""
"2220-105_2_S15","","Stop 105 2 S15","20.990717","105.801225","","","0","","","","0","",""
"2220-105_2_S16","","Stop 105 2 S16","20.988413","105.798049","","","0","","","","0","",""
"2220-105_2_S17","","Stop 105 2 S17","20.986134","105.794823","","","0","","","","0","",""
"2220-105_2_S18","","Stop 105 2 S18","20.983697","105.791504","","","0","","","","0","",""
"2220-105_2_S28","","Stop 105 2 S28","20.959534","105.788575","","","0","","","","0","",""
"2220-105_2_S29","","Stop 105 2 S29","20.962068","105.785592","","","0","","","","0","",""
"2220-105_2_S30","","Stop 105 2 S30","20.964018","105.783892","","","0","","","","0","",""
"2220-105_2_S31","","Stop 105 2 S31","20.967284","105.780792","","","0","","","","0","",""
"2220-105_2_S32","","Stop 105 2 S32","20.969351","105.779242","","","0","","","","0","",""
"2220-105_2_S33","","Stop 105 2 S33","20.967918","105.776192","","","0","","","","0","",""
"2220-105_2_S34","","Stop 105 2 S34","20.965784","105.772742","","","0","","","","0","",""
"2220-105_2_S35","","Stop 105 2 S35","20.965034","105.767626","","","0","","","","0","",""
"2220-105_2_S36","","Stop 105 2 S36","20.963418","105.763542","","","0","","","","0","",""
"2220-105_2_S37","","Stop 105 2 S37","20.965601","105.759709","","","0","","","","0","",""
"2220-105_2_S38","","Stop 105 2 S38","20.967968","105.755476","","","0","","","","0","",""
"2220-105_2_S39","","Stop 105 2 S39","20.966501","105.751726","","","0","","","","0","",""
"2220-105_2_S40","","Stop 105 2 S40","20.962718","105.747226","","","0","","","","0","",""
"2220-105_2_S41","","Stop 105 2 S41","20.958718","105.74006","","","0","","","","0","",""
"2220-105_2_S42","","Stop 105 2 S42","20.956668","105.736543","","","0","","","","0","",""
"2220-105_2_S43","","Stop 105 2 S43","20.958768","105.732626","","","0","","","","0","",""
"2220-106_1_S7","","Stop 106 1 S7","20.961934","105.799042","","","0","","","","0","",""
"2220-106_1_S8","","Stop 106 1 S8","20.959734","105.803092","","","0","","","","0","",""
"2220-106_1_S9","","Stop 106 1 S9","20.957618","105.807092","","","0","","","","0","",""
"2220-106_1_S10","","Stop 106 1 S10","20.959668","105.811475","","","0","","","","0","",""
"2220-106_1_S11","","Stop 106 1 S11","20.96348","105.817373","","","0","","","","0","",""
"2220-106_1_S12","","Stop 106 1 S12","20.965184","105.820774","","","0","","","","0","",""
"2220-106_1_S13","","Stop 106 1 S13","20.965684","105.823374","","","0","","","","0","",""
"2220-106_1_S14","","Stop 106 1 S14","20.965113","105.826138","","","0","","","","0","",""
"2220-106_1_S15","","Stop 106 1 S15","20.966168","105.831124","","","0","","","","0","",""
"2220-106_1_S16","","Stop 106 1 S16","20.966268","105.83556","","","0","","","","0","",""
"2220-106_1_S17","","Stop 106 1 S17","20.965869","105.83941","","","0","","","","0","",""
"2220-106_1_S22","","Stop 106 1 S22","20.980301","105.841241","","","0","","","","0","",""
"2220-106_1_S23","","Stop 106 1 S23","20.983801","105.844157","","","0","","","","0","",""
"2220-106_1_S24","","Stop 106 1 S24","20.983884","105.848774","","","0","","","","0","",""
"2220-106_1_S25","","Stop 106 1 S25","20.983701","105.853274","","","0","","","","0","",""
"2220-106_1_S26","","Stop 106 1 S26","20.986434","105.855924","","","0","","","","0","",""
"2220-106_1_S27","","Stop 106 1 S27","20.987101","105.858307","","","0","","","","0","",""
"2220-106_1_S28","","Stop 106 1 S28","20.985601","105.86234","","","0","","","","0","",""
"2220-106_1_S29","","Stop 106 1 S29","20.983851","105.86759","","","0","","","","0","",""
"2220-106_1_S30","","Stop 106 1 S30","20.982984","105.871373","","","0","","","","0","",""
"2220-106_1_S31","","Stop 106 1 S31","20.984351","105.873923","","","0","","","","0","",""
"2220-106_1_S32","","Stop 106 1 S32","20.9888","105.87749","","","0","","","","0","",""
"2220-106_1_S33","","Stop 106 1 S33","20.993267","105.87959","","","0","","","","0","",""
"2220-106_1_S34","","Stop 106 1 S34","20.996784","105.879756","","","0","","","","0","",""
"2220-106_1_S35","","Stop 106 1 S35","21.001617","105.877857","","","0","","","","0","",""
"2220-106_1_S38","","Stop 106 1 S38","21.026866","105.899173","","","0","","","","0","",""
"2220-106_2_S2","","Stop 106 2 S2","21.002383","105.87529","","","0","","","","0","",""
"2220-106_2_S3","","Stop 106 2 S3","21.00175","105.87754","","","0","","","","0","",""
"2220-106_2_S4","","Stop 106 2 S4","20.99675","105.87974","","","0","","","","0","",""
"2220-106_2_S5","","Stop 106 2 S5","20.992867","105.87944","","","0","","","","0","",""
"2220-106_2_S6","","Stop 106 2 S6","20.98865","105.877323","","","0","","","","0","",""
"2220-106_2_S8","","Stop 106 2 S8","20.983067","105.871673","","","0","","","","0","",""
"2220-106_2_S9","","Stop 106 2 S9","20.984117","105.867474","","","0","","","","0","",""
"2220-106_2_S10","","Stop 106 2 S10","20.985317","105.862757","","","0","","","","0","",""
"2220-106_2_S11","","Stop 106 2 S11","20.987217","105.858274","","","0","","","","0","",""
"2220-106_2_S12","","Stop 106 2 S12","20.986701","105.85519","","","0","","","","0","",""
"2220-106_2_S13","","Stop 106 2 S13","20.983934","105.853124","","","0","","","","0","",""
"2220-106_2_S14","","Stop 106 2 S14","20.984067","105.848691","","","0","","","","0","",""
"2220-106_2_S15","","Stop 106 2 S15","20.984034","105.844174","","","0","","","","0","",""
"2220-106_2_S19","","Stop 106 2 S19","20.966151","105.840807","","","0","","","","0","",""
"2220-106_2_S20","","Stop 106 2 S20","20.966368","105.837991","","","0","","","","0","",""
"2220-106_2_S21","","Stop 106 2 S21","20.966718","105.834908","","","0","","","","0","",""
"2220-106_2_S22","","Stop 106 2 S22","20.966268","105.831374","","","0","","","","0","",""
"2220-106_2_S23","","Stop 106 2 S23","20.965251","105.826491","","","0","","","","0","",""
"2220-106_2_S24","","Stop 106 2 S24","20.965718","105.823241","","","0","","","","0","",""
"2220-106_2_S25","","Stop 106 2 S25","20.964868","105.820108","","","0","","","","0","",""
"2220-106_2_S26","","Stop 106 2 S26","20.963468","105.817308","","","0","","","","0","",""
"2220-106_2_S27","","Stop 106 2 S27","20.960201","105.812058","","","0","","","","0","",""
"2220-106_2_S28","","Stop 106 2 S28","20.95739","105.807806","","","0","","","","0","",""
"2220-106_2_S29","","Stop 106 2 S29","20.959551","105.803742","","","0","","","","0","",""
"2220-106_2_S30","","Stop 106 2 S30","20.962165","105.798817","","","0","","","","0","",""
"2220-106_2_S38","","Stop 106 2 S38","20.981434","105.784009","","","0","","","","0","",""
"2220-107_1_S2","","Stop 107 1 S2","21.028666","105.825308","","","0","","","","0","",""
"2220-107_1_S10","","Stop 107 1 S10","21.003409","105.780561","","","0","","","","0","",""
"2220-107_1_S11","","Stop 107 1 S11","21.004688","105.77579","","","0","","","","0","",""
"2220-107_1_S12","","Stop 107 1 S12","21.005917","105.770059","","","0","","","","0","",""
"2220-107_1_S13","","Stop 107 1 S13","21.00785","105.759276","","","0","","","","0","",""
"2220-107_1_S14","","Stop 107 1 S14","21.009393","105.752446","","","0","","","","0","",""
"2220-107_1_S15","","Stop 107 1 S15","21.010219","105.744861","","","0","","","","0","",""
"2220-107_1_S16","","Stop 107 1 S16","21.011416","105.728593","","","0","","","","0","",""
"2220-107_1_S17","","Stop 107 1 S17","21.011933","105.719227","","","0","","","","0","",""
"2220-107_1_S18","","Stop 107 1 S18","21.011321","105.71351","","","0","","","","0","",""
"2220-107_1_S19","","Stop 107 1 S19","21.010831","105.710847","","","0","","","","0","",""
"2220-107_1_S20","","Stop 107 1 S20","21.008387","105.700124","","","0","","","","0","",""
"2220-107_1_S21","","Stop 107 1 S21","21.005733","105.685711","","","0","","","","0","",""
"2220-107_1_S22","","Stop 107 1 S22","21.00425","105.667812","","","0","","","","0","",""
"2220-107_1_S23","","Stop 107 1 S23","21.003583","105.657245","","","0","","","","0","",""
"2220-107_1_S24","","Stop 107 1 S24","21.003874","105.650741","","","0","","","","0","",""
"2220-107_1_S25","","Stop 107 1 S25","21.004361","105.642171","","","0","","","","0","",""
"2220-107_1_S26","","Stop 107 1 S26","21.0039","105.635512","","","0","","","","0","",""
"2220-107_1_S27","","Stop 107 1 S27","21.003171","105.629339","","","0","","","","0","",""
"2220-107_1_S28","","Stop 107 1 S28","21.001962","105.610018","","","0","","","","0","",""
"2220-107_1_S29","","Stop 107 1 S29","20.99955","105.595046","","","0","","","","0","",""
"2220-107_1_S30","","Stop 107 1 S30","20.994034","105.585496","","","0","","","","0","",""
"2220-107_1_S31","","Stop 107 1 S31","20.98975","105.572697","","","0","","","","0","",""
"2220-107_1_S32","","Stop 107 1 S32","20.9906","105.559347","","","0","","","","0","",""
"2220-107_1_S33","","Stop 107 1 S33","20.990834","105.555947","","","0","","","","0","",""
"2220-107_1_S34","","Stop 107 1 S34","20.99125","105.545397","","","0","","","","0","",""
"2220-107_1_S35","","Stop 107 1 S35","20.991167","105.537781","","","0","","","","0","",""
"2220-107_1_S36","","Stop 107 1 S36","21.000633","105.533215","","","0","","","","0","",""
"2220-107_1_S37","","Stop 107 1 S37","21.008783","105.530381","","","0","","","","0","",""
"2220-107_1_S38","","Stop 107 1 S38","21.009922","105.524452","","","0","","","","0","",""
"2220-107_1_S39","","Stop 107 1 S39","21.006683","105.518181","","","0","","","","0","",""
"2220-107_1_S40","","Stop 107 1 S40","21.000333","105.521864","","","0","","","","0","",""
"2220-107_1_S41","","Stop 107 1 S41","20.990534","105.516098","","","0","","","","0","",""
"2220-107_1_S42","","Stop 107 1 S42","20.990084","105.510348","","","0","","","","0","",""
"2220-107_1_S43","","Stop 107 1 S43","20.9899","105.503898","","","0","","","","0","",""
"2220-107_1_S44","","Stop 107 1 S44","20.991967","105.494832","","","0","","","","0","",""
"2220-107_1_S45","","Stop 107 1 S45","20.995933","105.487765","","","0","","","","0","",""
"2220-107_1_S46","","Stop 107 1 S46","21.010366","105.468299","","","0","","","","0","",""
"2220-107_1_S47","","Stop 107 1 S47","21.014833","105.463349","","","0","","","","0","",""
"2220-107_1_S48","","Stop 107 1 S48","21.037116","105.455732","","","0","","","","0","",""
"2220-107_2_S2","","Stop 107 2 S2","21.014983","105.463099","","","0","","","","0","",""
"2220-107_2_S3","","Stop 107 2 S3","21.010133","105.468432","","","0","","","","0","",""
"2220-107_2_S4","","Stop 107 2 S4","20.995633","105.487999","","","0","","","","0","",""
"2220-107_2_S5","","Stop 107 2 S5","20.991817","105.494965","","","0","","","","0","",""
"2220-107_2_S6","","Stop 107 2 S6","20.989784","105.504232","","","0","","","","0","",""
"2220-107_2_S7","","Stop 107 2 S7","20.990034","105.510698","","","0","","","","0","",""
"2220-107_2_S8","","Stop 107 2 S8","20.990475","105.515749","","","0","","","","0","",""
"2220-107_2_S9","","Stop 107 2 S9","20.996683","105.523048","","","0","","","","0","",""
"2220-107_2_S10","","Stop 107 2 S10","21.000083","105.522031","","","0","","","","0","",""
"2220-107_2_S11","","Stop 107 2 S11","21.006333","105.518415","","","0","","","","0","",""
"2220-107_2_S12","","Stop 107 2 S12","21.0099","105.524265","","","0","","","","0","",""
"2220-107_2_S13","","Stop 107 2 S13","21.0089","105.530248","","","0","","","","0","",""
"2220-107_2_S14","","Stop 107 2 S14","21.000633","105.533064","","","0","","","","0","",""
"2220-107_2_S15","","Stop 107 2 S15","20.990084","105.537998","","","0","","","","0","",""
"2220-107_2_S16","","Stop 107 2 S16","20.990117","105.550197","","","0","","","","0","",""
"2220-107_2_S17","","Stop 107 2 S17","20.9895","105.55958","","","0","","","","0","",""
"2220-107_2_S18","","Stop 107 2 S18","20.98865","105.57233","","","0","","","","0","",""
"2220-107_2_S19","","Stop 107 2 S19","20.993684","105.587146","","","0","","","","0","",""
"2220-107_2_S20","","Stop 107 2 S20","20.99715","105.59538","","","0","","","","0","",""
"2220-107_2_S21","","Stop 107 2 S21","21.000853","105.606018","","","0","","","","0","",""
"2220-107_2_S22","","Stop 107 2 S22","21.001433","105.621679","","","0","","","","0","",""
"2220-107_2_S23","","Stop 107 2 S23","21.002347","105.630125","","","0","","","","0","",""
"2220-107_2_S24","","Stop 107 2 S24","21.002877","105.635624","","","0","","","","0","",""
"2220-107_2_S25","","Stop 107 2 S25","21.00296","105.648184","","","0","","","","0","",""
"2220-107_2_S26","","Stop 107 2 S26","21.002483","105.657912","","","0","","","","0","",""
"2220-107_2_S27","","Stop 107 2 S27","21.003267","105.668695","","","0","","","","0","",""
"2220-107_2_S28","","Stop 107 2 S28","21.004068","105.677471","","","0","","","","0","",""
"2220-107_2_S29","","Stop 107 2 S29","21.006765","105.697934","","","0","","","","0","",""
"2220-107_2_S30","","Stop 107 2 S30","21.009883","105.711344","","","0","","","","0","",""
"2220-107_2_S31","","Stop 107 2 S31","21.010866","105.718643","","","0","","","","0","",""
"2220-107_2_S32","","Stop 107 2 S32","21.010433","105.728965","","","0","","","","0","",""
"2220-107_2_S33","","Stop 107 2 S33","21.01015","105.731626","","","0","","","","0","",""
"2220-107_2_S34","","Stop 107 2 S34","21.00935","105.746143","","","0","","","","0","",""
"2220-107_2_S35","","Stop 107 2 S35","21.00835","105.751393","","","0","","","","0","",""
"2220-107_2_S36","","Stop 107 2 S36","21.006917","105.758476","","","0","","","","0","",""
"2220-107_2_S37","","Stop 107 2 S37","21.00506","105.767555","","","0","","","","0","",""
"2220-107_2_S38","","Stop 107 2 S38","21.003567","105.774709","","","0","","","","0","",""
"2220-107_2_S39","","Stop 107 2 S39","21.0024","105.780425","","","0","","","","0","",""
"2220-107_2_S40","","Stop 107 2 S40","21.003453","105.790282","","","0","","","","0","",""
"2220-107_2_S41","","Stop 107 2 S41","21.00704","105.794818","","","0","","","","0","",""
"2220-107_2_S42","","Stop 107 2 S42","21.0101","105.798825","","","0","","","","0","",""
"2220-107_2_S44","","Stop 107 2 S44","21.01845","105.807258","","","0","","","","0","",""
"2220-107_2_S45","","Stop 107 2 S45","21.021702","105.809166","","","0","","","","0","",""
"2220-107_2_S46","","Stop 107 2 S46","21.024087","105.810582","","","0","","","","0","",""
"2220-107_2_S47","","Stop 107 2 S47","21.028454","105.812333","","","0","","","","0","",""
"2220-107_2_S48","","Stop 107 2 S48","21.030943","105.818608","","","0","","","","0","",""
"2220-107_2_S49","","Stop 107 2 S49","21.031589","105.822873","","","0","","","","0","",""
"2220-107_2_S50","","Stop 107 2 S50","21.032233","105.829574","","","0","","","","0","",""
"2220-108_1_S19","","Stop 108 1 S19","20.719174","105.911923","","","0","","","","0","",""
"2220-108_1_S20","","Stop 108 1 S20","20.718491","105.917773","","","0","","","","0","",""
"2220-108_1_S21","","Stop 108 1 S21","20.715557","105.927822","","","0","","","","0","",""
"2220-108_1_S22","","Stop 108 1 S22","20.712191","105.929772","","","0","","","","0","",""
"2220-108_1_S23","","Stop 108 1 S23","20.708774","105.941705","","","0","","","","0","",""
"2220-108_1_S24","","Stop 108 1 S24","20.708741","105.945389","","","0","","","","0","",""
"2220-108_1_S25","","Stop 108 1 S25","20.703624","105.951122","","","0","","","","0","",""
"2220-108_1_S26","","Stop 108 1 S26","20.700174","105.954555","","","0","","","","0","",""
"2220-108_1_S27","","Stop 108 1 S27","20.696224","105.955738","","","0","","","","0","",""
"2220-108_1_S28","","Stop 108 1 S28","20.692675","105.955255","","","0","","","","0","",""
"2220-108_1_S29","","Stop 108 1 S29","20.688141","105.956105","","","0","","","","0","",""
"2220-108_1_S30","","Stop 108 1 S30","20.684175","105.956805","","","0","","","","0","",""
"2220-108_1_S31","","Stop 108 1 S31","20.680075","105.957388","","","0","","","","0","",""
"2220-108_1_S32","","Stop 108 1 S32","20.673658","105.957038","","","0","","","","0","",""
"2220-108_1_S33","","Stop 108 1 S33","20.668992","105.953238","","","0","","","","0","",""
"2220-108_1_S34","","Stop 108 1 S34","20.665259","105.944955","","","0","","","","0","",""
"2220-108_1_S35","","Stop 108 1 S35","20.661547","105.943475","","","0","","","","0","",""
"2220-108_1_S36","","Stop 108 1 S36","20.654642","105.946822","","","0","","","","0","",""
"2220-108_1_S37","","Stop 108 1 S37","20.652759","105.952505","","","0","","","","0","",""
"2220-108_1_S38","","Stop 108 1 S38","20.651359","105.957755","","","0","","","","0","",""
"2220-108_2_S2","","Stop 108 2 S2","20.652676","105.953022","","","0","","","","0","",""
"2220-108_2_S3","","Stop 108 2 S3","20.654876","105.946489","","","0","","","","0","",""
"2220-108_2_S4","","Stop 108 2 S4","20.661092","105.943589","","","0","","","","0","",""
"2220-108_2_S5","","Stop 108 2 S5","20.665359","105.945172","","","0","","","","0","",""
"2220-108_2_S6","","Stop 108 2 S6","20.669242","105.953572","","","0","","","","0","",""
"2220-108_2_S7","","Stop 108 2 S7","20.673325","105.956988","","","0","","","","0","",""
"2220-108_2_S8","","Stop 108 2 S8","20.679725","105.957455","","","0","","","","0","",""
"2220-108_2_S9","","Stop 108 2 S9","20.683625","105.956922","","","0","","","","0","",""
"2220-108_2_S10","","Stop 108 2 S10","20.687475","105.956272","","","0","","","","0","",""
"2220-108_2_S11","","Stop 108 2 S11","20.693125","105.955188","","","0","","","","0","",""
"2220-108_2_S12","","Stop 108 2 S12","20.696508","105.955955","","","0","","","","0","",""
"2220-108_2_S13","","Stop 108 2 S13","20.700308","105.954505","","","0","","","","0","",""
"2220-108_2_S14","","Stop 108 2 S14","20.703558","105.951338","","","0","","","","0","",""
"2220-108_2_S15","","Stop 108 2 S15","20.708891","105.945239","","","0","","","","0","",""
"2220-108_2_S16","","Stop 108 2 S16","20.708958","105.941989","","","0","","","","0","",""
"2220-108_2_S17","","Stop 108 2 S17","20.712457","105.929689","","","0","","","","0","",""
"2220-108_2_S18","","Stop 108 2 S18","20.715691","105.927722","","","0","","","","0","",""
"2220-108_2_S19","","Stop 108 2 S19","20.718491","105.918706","","","0","","","","0","",""
"2220-108_2_S20","","Stop 108 2 S20","20.719241","105.911689","","","0","","","","0","",""
"2220-108_2_S37","","Stop 108 2 S37","20.864737","105.866824","","","0","","","","0","",""
"2220-10A_1_S5","","Stop 10a 1 S5","21.04732","105.87869","","","0","","","","0","",""
"2220-10A_1_S6","","Stop 10a 1 S6","21.048763","105.881605","","","0","","","","0","",""
"2220-10A_1_S7","","Stop 10a 1 S7","21.052499","105.88584","","","0","","","","0","",""
"2220-10A_1_S8","","Stop 10a 1 S8","21.056961","105.889538","","","0","","","","0","",""
"2220-10A_1_S10","","Stop 10a 1 S10","21.064765","105.897089","","","0","","","","0","",""
"2220-10A_1_S11","","Stop 10a 1 S11","21.068665","105.900823","","","0","","","","0","",""
"2220-10A_1_S12","","Stop 10a 1 S12","21.074795","105.90688","","","0","","","","0","",""
"2220-10A_1_S13","","Stop 10a 1 S13","21.079807","105.911401","","","0","","","","0","",""
"2220-10A_1_S14","","Stop 10a 1 S14","21.08416","105.91573","","","0","","","","0","",""
"2220-10A_1_S15","","Stop 10a 1 S15","21.088398","105.919972","","","0","","","","0","",""
"2220-10A_1_S16","","Stop 10a 1 S16","21.092965","105.924406","","","0","","","","0","",""
"2220-10A_1_S17","","Stop 10a 1 S17","21.095881","105.927339","","","0","","","","0","",""
"2220-10A_1_S18","","Stop 10a 1 S18","21.0991","105.930812","","","0","","","","0","",""
"2220-10A_1_S19","","Stop 10a 1 S19","21.105115","105.938038","","","0","","","","0","",""
"2220-10A_1_S20","","Stop 10a 1 S20","21.110464","105.945688","","","0","","","","0","",""
"2220-10A_1_S21","","Stop 10a 1 S21","21.113614","105.951371","","","0","","","","0","",""
"2220-10A_1_S22","","Stop 10a 1 S22","21.11643","105.956405","","","0","","","","0","",""
"2220-10A_1_S23","","Stop 10a 1 S23","21.119714","105.962321","","","0","","","","0","",""
"2220-10A_1_S24","","Stop 10a 1 S24","21.122614","105.967388","","","0","","","","0","",""
"2220-10A_1_S25","","Stop 10a 1 S25","21.124964","105.971429","","","0","","","","0","",""
"2220-10A_2_S2","","Stop 10a 2 S2","21.121014","105.964438","","","0","","","","0","",""
"2220-10A_2_S3","","Stop 10a 2 S3","21.11948","105.961688","","","0","","","","0","",""
"2220-10A_2_S4","","Stop 10a 2 S4","21.117747","105.958588","","","0","","","","0","",""
"2220-10A_2_S5","","Stop 10a 2 S5","21.11423","105.951871","","","0","","","","0","",""
"2220-10A_2_S6","","Stop 10a 2 S6","21.105565","105.938222","","","0","","","","0","",""
"2220-10A_2_S7","","Stop 10a 2 S7","21.099181","105.930705","","","0","","","","0","",""
"2220-10A_2_S10","","Stop 10a 2 S10","21.088048","105.919456","","","0","","","","0","",""
"2220-10A_2_S11","","Stop 10a 2 S11","21.084248","105.915672","","","0","","","","0","",""
"2220-10A_2_S12","","Stop 10a 2 S12","21.080646","105.912068","","","0","","","","0","",""
"2220-10A_2_S13","","Stop 10a 2 S13","21.074798","105.906522","","","0","","","","0","",""
"2220-10A_2_S14","","Stop 10a 2 S14","21.068516","105.900289","","","0","","","","0","",""
"2220-10A_2_S15","","Stop 10a 2 S15","21.065179","105.897186","","","0","","","","0","",""
"2220-10A_2_S16","","Stop 10a 2 S16","21.061544","105.893708","","","0","","","","0","",""
"2220-10A_2_S17","","Stop 10a 2 S17","21.058132","105.890261","","","0","","","","0","",""
"2220-10A_2_S18","","Stop 10a 2 S18","21.052587","105.885594","","","0","","","","0","",""
"2220-10A_2_S19","","Stop 10a 2 S19","21.049782","105.883057","","","0","","","","0","",""
"2220-10A_2_S23","","Stop 10a 2 S23","21.040216","105.85079","","","0","","","","0","",""
"2220-10B_1_S10","","Stop 10b 1 S10","21.061499","105.893906","","","0","","","","0","",""
"2220-10B_1_S19","","Stop 10b 1 S19","21.095681","105.930372","","","0","","","","0","",""
"2220-10B_1_S20","","Stop 10b 1 S20","21.088915","105.938305","","","0","","","","0","",""
"2220-10B_1_S21","","Stop 10b 1 S21","21.085815","105.939605","","","0","","","","0","",""
"2220-10B_1_S22","","Stop 10b 1 S22","21.083665","105.940038","","","0","","","","0","",""
"2220-10B_1_S23","","Stop 10b 1 S23","21.080798","105.939405","","","0","","","","0","",""
"2220-10B_1_S24","","Stop 10b 1 S24","21.076482","105.943188","","","0","","","","0","",""
"2220-10B_1_S25","","Stop 10b 1 S25","21.062782","105.955238","","","0","","","","0","",""
"2220-10B_1_S26","","Stop 10b 1 S26","21.062049","105.966421","","","0","","","","0","",""
"2220-10B_1_S27","","Stop 10b 1 S27","21.061099","105.982188","","","0","","","","0","",""
"2220-10B_2_S2","","Stop 10b 2 S2","21.062115","105.965505","","","0","","","","0","",""
"2220-10B_2_S3","","Stop 10b 2 S3","21.062732","105.955955","","","0","","","","0","",""
"2220-10B_2_S4","","Stop 10b 2 S4","21.076815","105.942838","","","0","","","","0","",""
"2220-10B_2_S5","","Stop 10b 2 S5","21.081693","105.939606","","","0","","","","0","",""
"2220-10B_2_S6","","Stop 10b 2 S6","21.083232","105.939988","","","0","","","","0","",""
"2220-10B_2_S7","","Stop 10b 2 S7","21.086665","105.939488","","","0","","","","0","",""
"2220-10B_2_S8","","Stop 10b 2 S8","21.089221","105.93811","","","0","","","","0","",""
"2220-10B_2_S9","","Stop 10b 2 S9","21.095447","105.930875","","","0","","","","0","",""
"2220-10B_2_S10","","Stop 10b 2 S10","21.096764","105.927942","","","0","","","","0","",""
"2220-10B_2_S11","","Stop 10b 2 S11","21.092973","105.924289","","","0","","","","0","",""
"2220-10B_2_S21","","Stop 10b 2 S21","21.049949","105.883307","","","0","","","","0","",""
"2220-11_1_S10","","Stop 11 1 S10","21.042699","105.865107","","","0","","","","0","",""
"2220-11_1_S11","","Stop 11 1 S11","21.044899","105.867557","","","0","","","","0","",""
"2220-11_1_S12","","Stop 11 1 S12","21.046466","105.870507","","","0","","","","0","",""
"2220-11_1_S15","","Stop 11 1 S15","21.053366","105.88924","","","0","","","","0","",""
"2220-11_1_S16","","Stop 11 1 S16","21.050132","105.891673","","","0","","","","0","",""
"2220-11_1_S17","","Stop 11 1 S17","21.046416","105.894023","","","0","","","","0","",""
"2220-11_1_S18","","Stop 11 1 S18","21.038616","105.898139","","","0","","","","0","",""
"2220-11_1_S24","","Stop 11 1 S24","21.018833","105.936872","","","0","","","","0","",""
"2220-11_1_S25","","Stop 11 1 S25","21.013367","105.935972","","","0","","","","0","",""
"2220-11_1_S26","","Stop 11 1 S26","21.0091","105.933839","","","0","","","","0","",""
"2220-11_1_S27","","Stop 11 1 S27","21.005217","105.932622","","","0","","","","0","",""
"2220-11_2_S4","","Stop 11 2 S4","21.017583","105.936622","","","0","","","","0","",""
"2220-11_2_S10","","Stop 11 2 S10","21.038899","105.898306","","","0","","","","0","",""
"2220-11_2_S11","","Stop 11 2 S11","21.045266","105.895123","","","0","","","","0","",""
"2220-11_2_S12","","Stop 11 2 S12","21.050682","105.89184","","","0","","","","0","",""
"2220-11_2_S13","","Stop 11 2 S13","21.053499","105.889623","","","0","","","","0","",""
"2220-11_2_S16","","Stop 11 2 S16","21.048449","105.878306","","","0","","","","0","",""
"2220-11_2_S17","","Stop 11 2 S17","21.046049","105.869573","","","0","","","","0","",""
"2220-11_2_S18","","Stop 11 2 S18","21.042049","105.86504","","","0","","","","0","",""
"2220-12_1_S16","","Stop 12 1 S16","21.00305","105.829741","","","0","","","","0","",""
"2220-12_1_S17","","Stop 12 1 S17","20.996434","105.829908","","","0","","","","0","",""
"2220-12_1_S18","","Stop 12 1 S18","20.9932","105.831891","","","0","","","","0","",""
"2220-12_1_S19","","Stop 12 1 S19","20.989734","105.830258","","","0","","","","0","",""
"2220-12_1_S20","","Stop 12 1 S20","20.98725","105.832041","","","0","","","","0","",""
"2220-12_1_S21","","Stop 12 1 S21","20.984884","105.833324","","","0","","","","0","",""
