"agency_id","agency_name","agency_url","agency_timezone","agency_lang","agency_phone","agency_fare_url","agency_email"
"2220-HGTFS","Hanoi Bus Gtfs","https://www.arup.com/","Asia/Jakarta","vi","","",""
